0425204693,From Potter's Field,Patricia Cornwell,1995
0812550706,Ender's Game,Orson Scott Card,1985
0743442849,Addicted,Zane,1998
1416509879,A Hunger Like No Other,Kresley Cole,2006
1416521690,The Coldest Winter Ever,Sister Souljah,1999
0061148512,The Bell Jar,Sylvia Plath,1963
0330412744,Cosmopolis,Don DeLillo,2003
0671744216,The Secret,Julie Garwood,1992
0375814701,Mastiff,Tamora Pierce,2011
0399148701,Red Rabbit,Tom Clancy,2002
0765318415,Boneshaker ,Cherie Priest,2009
031603617X,Cross Fire,James Patterson,2010
1846054761,The Gift,"James Patterson, Ned Rust",2010
0099453452,Point of Impact,Stephen Hunter,1993
1466867507,Cometh the Hour,Jeffrey Archer,2016
0743265025,The Starter Wife,Gigi Levangie Grazer,2005
0156031566,The Places In Between,Rory Stewart,2004
1594487561,Girl in Translation,Jean Kwok,2010
084394952X,Dark Legend,Christine Feehan,2002
0345335708,Castle of Wizardry,David Eddings,1984
0316123404,Surface Detail,Iain M. Banks,2010
0425197395,The Mediterranean Caper,Clive Cussler,1973
0739465511,The Lincoln Lawyer ,Michael Connelly,2005
075280944X,The Last Coyote,Michael Connelly,1995
1599904780,Princess of Glass,Jessica Day George,2010
0316068047,The Host,Stephenie Meyer,2008
1439147973,Spider's Bite,Jennifer Estep,2010
042519485X,Undead and Unwed,MaryJanice Davidson,2004
1411608313,Day by Day Armageddon,J.L. Bourne,2004
0345475836,Gateway,Frederik Pohl,1977
0552148032,King of the Murgos,David Eddings,1988
144242673X,P.S. I Still Love You,Jenny Han,2015
0399167838,The Young Elites,Marie Lu,2014
1401204953,We3,"Grant Morrison, Frank Quitely",2005
0743243315,Brick Lane,Monica Ali,2003
0380820854,"To Sir Phillip, With Love",Julia Quinn,2003
0553499114,Illuminae,"Amie Kaufman, Jay Kristoff",2015
141971189X,The Long Haul ,Jeff Kinney,2014
0727853414,Exit to Eden,"Anne Rampling, Anne Rice",1985
0553418297,The Fold,Peter Clines,2015
0310247535,Even Now,Karen Kingsbury,2005
0440229081,Skellig,David Almond,1998
0747541604,The Gashlycrumb Tinies,Edward Gorey,1963
0330369032,Lucky You,Carl Hiaasen,1991
1451629184,A Stolen Life,Jaycee Dugard,2011
0743225082,Man and Boy,Tony Parsons,1999
0060256656,The Giving Tree,Shel Silverstein,1964
0062059939,The Selection,Kiera Cass,2012
0140283331,Lord of the Flies ,William Golding,1954
0399169520,My Sunshine Away,M.O. Walsh,2015
0552154180,The Last Continent,Terry Pratchett,1998
0064473457,Castle in the Air,Diana Wynne Jones,1990
0316261130,Winter Stroll,Elin Hilderbrand,2015
0812984277,Wedding Night,Sophie Kinsella,2013
1442409096,Sever,Lauren DeStefano,2013
0816638624,A Single Man,Christopher Isherwood,1964
0545424984,The Raven King,Maggie Stiefvater,2016
0553295411,Fire Sea,"Margaret Weis, Tracy Hickman",1991
0312364423,Night Road,Kristin Hannah,2011
0425214435,Eyes of Prey,John Sandford,1991
0425213978,Labyrinth,Kate Mosse,2005
1849231842,Rock Chick,Kristen Ashley,2008
0007120680,Hallowe'en Party,Agatha Christie,1969
054522490X,The Scorpio Races,Maggie Stiefvater,2011
0441013813,Moon Called,Patricia Briggs,2006
0451461037,Proven Guilty,Jim Butcher,2006
0399155988,Rough Country,John Sandford,2009
0743496728,Nineteen Minutes,Jodi Picoult,2007
0743466527,Fall on Your Knees,Ann-Marie MacDonald,1996
1451617720,Then Came You,Jennifer Weiner,2010
0694011479,The Mixed-Up Chameleon,Eric Carle,1975
0007117140,Weaveworld,Clive Barker,1987
1453688935,Switched,Amanda Hocking,2010
1463756976,The Underworld,Jessica Sorensen,2011
0142001821,The Passion of Artemisia,Susan Vreeland,2001
1402262272,Catching Jordan,Miranda Kenneally,2011
1931514607,Paradise Kiss 1,Ai Yazawa,2000
0671027581,Open Season,Linda Howard,2001
0441172695,Dune Messiah ,Frank Herbert,1969
1401324436,Heat Rises,Richard Castle,2011
0743294270,Fly Away Home,Jennifer Weiner,2010
0441783589,Starship Troopers,Robert A. Heinlein,1959
1937053164,Apollyon,Jennifer L. Armentrout,2013
0517223007,From Here to Eternity,James  Jones,1951
0755328175,Rumor Has it,Jill Mansell,2009
067172939X,Dark Angel,V.C. Andrews,1986
0758216432,Succubus Dreams ,Richelle Mead,2008
006079156X,The Space Between Us,Thrity Umrigar,2006
1402284314,The Paris Architect,Charles Belfoure,2013
0385351399,The Circle,Dave Eggers,2013
0451224639,Feast of Fools,Rachel Caine,2008
0439796636,War Horse,Michael Morpurgo,1982
0451239350,Lover at Last,J.R. Ward,2013
0425157539,Sudden Prey,John Sandford,1996
0553588486,A Game of Thrones,George R.R. Martin,1996
0061433012,Nation,Terry Pratchett,2008
0316098337,Room,Emma Donoghue,2010
1423121325,Spell Bound,Rachel Hawkins,2012
0553573764,Mariana,Susanna Kearsley,1994
0062430874,Pretty Girls,Karin Slaughter,2015
0001713221,Are You My Mother?,P.D. Eastman,1960
0060786469,Love Medicine,Louise Erdrich,1984
0312369506,Devil May Cry,Sherrilyn Kenyon,2007
192076920X,Shantaram,Gregory David Roberts,2003
0553575422,Luck in the Shadows,Lynn Flewelling,1996
0553266306,The Day of the Jackal,Frederick Forsyth,1971
1857984986,The Stainless Steel Rat,Harry Harrison,1961
0552992097,The Hotel New Hampshire,John Irving,1981
1501132938,The Woman in Cabin 10,Ruth Ware,2016
0679753338,Nobody's Fool,Richard Russo,1993
1414368186,Bridge to Haven,Francine Rivers,2014
0061120073,A Tree Grows In Brooklyn ,Betty  Smith,1943
0393079988,Great House,Nicole Krauss,2010
0440800463,"Ramona Quimby, Age 8",Beverly Cleary,1981
0060590319,Fool,Christopher Moore,2009
0062377183,Moriarty,Anthony Horowitz,2014
0544303164,The Turner House,Angela Flournoy,2015
0689869126,The Rivers of Zadaa,D.J. MacHale,2005
000748805X,You Had Me At Hello,Mhairi McFarlane,2012
0451458125,Fool Moon ,Jim Butcher,2001
0060593083,Quicksilver,Neal Stephenson,2003
0670012947,What Happened to Goodbye,Sarah Dessen,2011
0425201449,The Body Farm,Patricia Cornwell,1994
0743437314,The Merchant of Death,D.J. MacHale,2002
1423194551,The Son of Sobek,Rick Riordan,2013
0141014083,The Complete Maus,Art Spiegelman,1986
006173506X,Insatiable,Meg Cabot,2010
0399154345,High Noon,Nora Roberts,2007
0060512148,Angels,Marian Keyes,2002
0915297019,Once a Runner,John L. Parker Jr.,1978
159514398X,A Million Suns ,Beth Revis,2012
125011117X,Behind Her Eyes,Sarah Pinborough,2017
0689846231,The Yearling,Marjorie Kinnan Rawlings,1930
0060724552,Party Princess,Meg Cabot,2006
0312546564,No Mercy,Sherrilyn Kenyon,2010
023070395X,Rhett Butler's People,Donald McCaig,2007
0142405787,Scorpia,Anthony Horowitz,2004
0449221490,L is for Lawless,Sue Grafton,1994
0689857705,Rainbow Boys,Alex   Sanchez,2001
0446674575,The Tenth Insight ,James Redfield,1996
0446350982,Presumed Innocent,Scott Turow,1986
1400080665,Thunderstruck,Erik Larson,2006
0061257095,The Shoemaker's Wife,Adriana Trigiani,2012
0385539258,A Little Life,Hanya Yanagihara,2015
034553283X,Glitter and Glue,Kelly Corrigan,2014
0399168796,Gathering Prey,John Sandford,2015
0802798233,Perfect Chemistry,Simone Elkeles,2008
080508052X,The High King ,Lloyd Alexander,1968
1455503258,The Astronaut Wives Club,Lily Koppel,2013
0764200119,When Calls the Heart,Janette Oke,1983
